"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033345","KIEV, UP","2009-09-16",,,"67","79",
"UPM00033345","KIEV, UP","2009-09-17",,,"67","81","56"
"UPM00033345","KIEV, UP","2009-09-18",,,"58","64",
"UPM00033345","KIEV, UP","2009-09-19",,,"55","62",
"UPM00033345","KIEV, UP","2009-09-20",,,"58","67",
"UPM00033345","KIEV, UP","2009-09-21",,,"57",,
"UPM00033345","KIEV, UP","2009-09-22",,,"62","77",
"UPM00033345","KIEV, UP","2009-09-23",,,"65","78",
"UPM00033345","KIEV, UP","2009-09-24",,,"63","73",
"UPM00033345","KIEV, UP","2009-09-25",,,"58","67",
"UPM00033345","KIEV, UP","2009-09-26",,,"56","66",
"UPM00033345","KIEV, UP","2009-09-27",,,"58",,"54"
"UPM00033345","KIEV, UP","2009-09-28",,,"63","74",
"UPM00033345","KIEV, UP","2009-09-29",,,"57",,
"UPM00033345","KIEV, UP","2009-09-30",,,"49","56",
"UPM00033345","KIEV, UP","2009-10-01",,,"51",,
"UPM00033345","KIEV, UP","2009-10-02",,,"52",,
"UPM00033345","KIEV, UP","2009-10-03",,,"47","59",
"UPM00033345","KIEV, UP","2009-10-04",,,"53","63","41"
"UPM00033345","KIEV, UP","2009-10-05",,,"54","64",
"UPM00033345","KIEV, UP","2009-10-06",,,"47","61",
"UPM00033345","KIEV, UP","2009-10-07",,,"54",,"40"
"UPM00033345","KIEV, UP","2009-10-08",,,"65",,"54"
"UPM00033345","KIEV, UP","2009-10-09",,,"59","67",
"UPM00033345","KIEV, UP","2009-10-10",,,"48","58",
"UPM00033345","KIEV, UP","2009-10-11","0.32",,"53",,"43"
"UPM00033345","KIEV, UP","2009-10-12",,,"55",,
"UPM00033345","KIEV, UP","2009-10-13",,,"59",,"49"
"UPM00033345","KIEV, UP","2009-10-14",,,"46",,
"UPM00033345","KIEV, UP","2009-10-15",,,"44","51","35"
"UPM00033345","KIEV, UP","2009-10-16","0.28",,"41",,"35"
"UPM00033345","KIEV, UP","2009-10-17",,,"41","51",
"UPM00033345","KIEV, UP","2009-10-18",,,"40","49",
"UPM00033345","KIEV, UP","2009-10-19",,,"44","51",
"UPM00033345","KIEV, UP","2009-10-20","0.07",,"46",,"41"
"UPM00033345","KIEV, UP","2009-10-21","0.05",,"50",,
"UPM00033345","KIEV, UP","2009-10-22",,,"47",,
"UPM00033345","KIEV, UP","2009-10-23","0.01",,"54",,"42"
"UPM00033345","KIEV, UP","2009-10-24",,,"52","57",
"UPM00033345","KIEV, UP","2009-10-25",,,"46","53","42"
"UPM00033345","KIEV, UP","2009-10-26",,,"47",,"38"
"UPM00033345","KIEV, UP","2009-10-27",,,"46",,"43"
"UPM00033345","KIEV, UP","2009-10-28",,,"47","53",
"UPM00033345","KIEV, UP","2009-10-29","0.05",,"41","43","39"
"UPM00033345","KIEV, UP","2009-10-30",,,"38","42",
"UPM00033345","KIEV, UP","2009-10-31",,,"32","36","26"
"UPM00033345","KIEV, UP","2009-11-01",,,"32",,
"UPM00033345","KIEV, UP","2009-11-02",,,"30","32",
"UPM00033345","KIEV, UP","2009-11-03","0.00",,"30","31","28"
"UPM00033345","KIEV, UP","2009-11-04",,,"29","30","26"
"UPM00033345","KIEV, UP","2009-11-05",,,"34","36","28"
"UPM00033345","KIEV, UP","2009-11-06",,,"40",,"35"
"UPM00033345","KIEV, UP","2009-11-07",,,"51",,"38"
"UPM00033345","KIEV, UP","2009-11-08",,,"46",,
"UPM00033345","KIEV, UP","2009-11-09",,,"38","40","36"
"UPM00033345","KIEV, UP","2009-11-10","0.04",,"40","41","37"
"UPM00033345","KIEV, UP","2009-11-11",,,"42","45","41"
"UPM00033345","KIEV, UP","2009-11-12","0.16",,"46",,
"UPM00033345","KIEV, UP","2009-11-13","0.09",,"41","44",
"UPM00033345","KIEV, UP","2009-11-14",,,"40","43","38"
"UPM00033345","KIEV, UP","2009-11-15",,,"39","40",
"UPM00033345","KIEV, UP","2009-11-16",,,"39","44",
"UPM00033345","KIEV, UP","2009-11-17",,,"40","47",
"UPM00033345","KIEV, UP","2009-11-18","0.32",,"42","51","37"
"UPM00033345","KIEV, UP","2009-11-19",,,"43","50",
"UPM00033345","KIEV, UP","2009-11-20","0.13",,"45","47",
"UPM00033345","KIEV, UP","2009-11-21",,,"44","53","36"
"UPM00033345","KIEV, UP","2009-11-22",,,"43","49",
"UPM00033345","KIEV, UP","2009-11-23",,,"40","46",
"UPM00033345","KIEV, UP","2009-11-24",,,"46","54",
"UPM00033345","KIEV, UP","2009-11-25",,,"43","47",
"UPM00033345","KIEV, UP","2009-11-26",,,"46","57",
"UPM00033345","KIEV, UP","2009-11-27",,,"41","53",
"UPM00033345","KIEV, UP","2009-11-28",,,"38",,"35"
"UPM00033345","KIEV, UP","2009-11-29",,,"39","44",
"UPM00033345","KIEV, UP","2009-11-30",,,"38",,
"UPM00033345","KIEV, UP","2009-12-01",,,"46",,"40"
"UPM00033345","KIEV, UP","2009-12-02",,,"51","58",
"UPM00033345","KIEV, UP","2009-12-03",,,"41",,
"UPM00033345","KIEV, UP","2009-12-04",,,"36",,
"UPM00033345","KIEV, UP","2009-12-05",,,"36","38","35"
"UPM00033345","KIEV, UP","2009-12-06",,,"37",,"35"
"UPM00033345","KIEV, UP","2009-12-07","0.03",,"35","36",
"UPM00033345","KIEV, UP","2009-12-08","0.02",,"32",,
"UPM00033345","KIEV, UP","2009-12-09",,,"32","33",
"UPM00033345","KIEV, UP","2009-12-10",,,"31",,"29"
"UPM00033345","KIEV, UP","2009-12-11","0.01",,"27","29",
"UPM00033345","KIEV, UP","2009-12-12",,,"22","25",
"UPM00033345","KIEV, UP","2009-12-13",,,"17","19","14"
"UPM00033345","KIEV, UP","2009-12-14","0.00",,"15","18",
"UPM00033345","KIEV, UP","2009-12-15","0.00",,"17","22",
"UPM00033345","KIEV, UP","2009-12-16","0.00",,"4",,
"UPM00033345","KIEV, UP","2009-12-17",,,"5",,"1"
"UPM00033345","KIEV, UP","2009-12-18","0.12","2.4","8",,"6"
"UPM00033345","KIEV, UP","2009-12-19","0.35","2.8","8","9",
"UPM00033345","KIEV, UP","2009-12-20",,"3.5","7",,
"UPM00033345","KIEV, UP","2009-12-21",,"9.4","6","15",
"UPM00033345","KIEV, UP","2009-12-22",,"9.4","14",,
"UPM00033345","KIEV, UP","2009-12-23",,"8.3","35",,"16"
"UPM00033345","KIEV, UP","2009-12-24",,"2.0","36","40",
"UPM00033345","KIEV, UP","2009-12-25",,"0.8","35",,"32"
"UPM00033345","KIEV, UP","2009-12-26","0.32","0.4","38","42",
"UPM00033345","KIEV, UP","2009-12-27",,,"34","38",
"UPM00033345","KIEV, UP","2009-12-28",,,"32","35","30"
"UPM00033345","KIEV, UP","2009-12-29","1.18",,"32",,
"UPM00033345","KIEV, UP","2009-12-30",,"11.4","26",,
"UPM00033345","KIEV, UP","2009-12-31",,"11.4","25",,
"UPM00033345","KIEV, UP","2010-01-01",,"10.6","22",,
"UPM00033345","KIEV, UP","2010-01-02","0.39","12.6","20","23",
"UPM00033345","KIEV, UP","2010-01-03",,"11.4","13",,
"UPM00033345","KIEV, UP","2010-01-04","0.01","11.4","10",,
"UPM00033345","KIEV, UP","2010-01-05","0.00","11.0","15",,"2"
"UPM00033345","KIEV, UP","2010-01-06","0.43","10.6","23",,"15"
"UPM00033345","KIEV, UP","2010-01-07","0.40","15.4","33","36","25"
"UPM00033345","KIEV, UP","2010-01-08",,"11.8","32","34",
"UPM00033345","KIEV, UP","2010-01-09",,"10.6","33","35","29"
"UPM00033345","KIEV, UP","2010-01-10",,"9.4","33","34",
"UPM00033345","KIEV, UP","2010-01-11","0.43","8.7","32",,
"UPM00033345","KIEV, UP","2010-01-12","0.02","7.9","25",,
"UPM00033345","KIEV, UP","2010-01-13","0.02","7.9","22",,"21"
"UPM00033345","KIEV, UP","2010-01-14","0.02","7.9","21","24",
"UPM00033345","KIEV, UP","2010-01-15","0.03","7.9","19",,
"UPM00033345","KIEV, UP","2010-01-16",,"8.7","13","17","7"
"UPM00033345","KIEV, UP","2010-01-17","0.03","8.7","14","19",
"UPM00033345","KIEV, UP","2010-01-18","0.02","9.1","12",,"6"
"UPM00033345","KIEV, UP","2010-01-19",,"9.4","12",,
"UPM00033345","KIEV, UP","2010-01-20",,,"11","15","6"
"UPM00033345","KIEV, UP","2010-01-21","0.00","8.7","11","13",
"UPM00033345","KIEV, UP","2010-01-22",,"8.7","3","8",
"UPM00033345","KIEV, UP","2010-01-23",,"8.7","-1","4","-5"
"UPM00033345","KIEV, UP","2010-01-24",,"8.7","-2",,
"UPM00033345","KIEV, UP","2010-01-25",,"8.7","0","11",
"UPM00033345","KIEV, UP","2010-01-26",,"8.3","5","13",
"UPM00033345","KIEV, UP","2010-01-27",,"8.7","4","13",
"UPM00033345","KIEV, UP","2010-01-28","0.00","8.3","14","18","3"
"UPM00033345","KIEV, UP","2010-01-29",,"9.1","15",,
"UPM00033345","KIEV, UP","2010-01-30",,"9.1","16","23","4"
"UPM00033345","KIEV, UP","2010-01-31",,,"27",,
"UPM00033345","KIEV, UP","2010-02-01","0.43","9.1","31","38",
"UPM00033345","KIEV, UP","2010-02-02","0.20","9.4","25","28",
"UPM00033345","KIEV, UP","2010-02-03",,"9.1","25","27",
"UPM00033345","KIEV, UP","2010-02-04","0.24",,"24","28",
"UPM00033345","KIEV, UP","2010-02-05","0.03","11.4","17","20",
"UPM00033345","KIEV, UP","2010-02-06",,"11.8","11",,"8"
"UPM00033345","KIEV, UP","2010-02-07",,"11.4","10","16","4"
"UPM00033345","KIEV, UP","2010-02-08",,"11.4","12","16","6"
"UPM00033345","KIEV, UP","2010-02-09",,"13.0","19",,
"UPM00033345","KIEV, UP","2010-02-10",,"12.6","23",,"21"
"UPM00033345","KIEV, UP","2010-02-11","0.05","12.6","24",,
"UPM00033345","KIEV, UP","2010-02-12","0.32","13.4","21","23","19"
"UPM00033345","KIEV, UP","2010-02-13","0.25","14.6","24",,
"UPM00033345","KIEV, UP","2010-02-14","0.32","15.4","31",,"27"
"UPM00033345","KIEV, UP","2010-02-15",,,"29","31","26"
"UPM00033345","KIEV, UP","2010-02-16","0.00","17.7","27","29",
"UPM00033345","KIEV, UP","2010-02-17",,"17.7","25","32","18"
"UPM00033345","KIEV, UP","2010-02-18","0.07","17.7","32","34","26"
"UPM00033345","KIEV, UP","2010-02-19",,"16.9","33","36","31"
"UPM00033345","KIEV, UP","2010-02-20",,"14.6","34","36","32"
"UPM00033345","KIEV, UP","2010-02-21",,"13.0","34","36",
"UPM00033345","KIEV, UP","2010-02-22",,"13.8","30","36",
"UPM00033345","KIEV, UP","2010-02-23",,,"34","40","23"
"UPM00033345","KIEV, UP","2010-02-24",,"11.8","37",,"34"
"UPM00033345","KIEV, UP","2010-02-25","0.00","11.4","35",,"32"
"UPM00033345","KIEV, UP","2010-02-26",,"10.6","34",,
"UPM00033345","KIEV, UP","2010-02-27",,"9.8","29",,
"UPM00033345","KIEV, UP","2010-02-28",,"9.8","29",,"27"
"UPM00033345","KIEV, UP","2010-03-01",,"9.8","33",,"27"
"UPM00033345","KIEV, UP","2010-03-02",,"9.1","36","43",
"UPM00033345","KIEV, UP","2010-03-03",,"9.1","31","41",
"UPM00033345","KIEV, UP","2010-03-04",,"8.7","28","38",
"UPM00033345","KIEV, UP","2010-03-05",,"8.3","28","36",
"UPM00033345","KIEV, UP","2010-03-06",,"7.9","25","29",
"UPM00033345","KIEV, UP","2010-03-07","0.19","9.1","23","28","20"
"UPM00033345","KIEV, UP","2010-03-08","0.04","10.2","21","27",
"UPM00033345","KIEV, UP","2010-03-09","0.00","9.4","19",,
"UPM00033345","KIEV, UP","2010-03-10",,"9.4","21","34",
"UPM00033345","KIEV, UP","2010-03-11",,"9.1","23","32",
"UPM00033345","KIEV, UP","2010-03-12","0.06","9.8","27","31","22"
"UPM00033345","KIEV, UP","2010-03-13","0.02","9.8","29","35",
"UPM00033345","KIEV, UP","2010-03-14",,"10.6","29","37",
"UPM00033345","KIEV, UP","2010-03-15","0.20","12.6","26","31",
"UPM00033345","KIEV, UP","2010-03-16",,"12.6","23","33",
"UPM00033345","KIEV, UP","2010-03-17","0.00","11.8","24","34",
"UPM00033345","KIEV, UP","2010-03-18","0.03","11.8","30","37",
"UPM00033345","KIEV, UP","2010-03-19",,"10.6","40","50",
"UPM00033345","KIEV, UP","2010-03-20",,"8.7","45","55",
"UPM00033345","KIEV, UP","2010-03-21",,"5.1","48","57",
"UPM00033345","KIEV, UP","2010-03-22",,,"44","52",
"UPM00033345","KIEV, UP","2010-03-23",,,"38","48",
"UPM00033345","KIEV, UP","2010-03-24",,,"45","56","33"
"UPM00033345","KIEV, UP","2010-03-25",,,"42",,
"UPM00033345","KIEV, UP","2010-03-26",,,"43","54","30"
"UPM00033345","KIEV, UP","2010-03-27",,,"47",,"34"
"UPM00033345","KIEV, UP","2010-03-28",,,"43","54","35"
"UPM00033345","KIEV, UP","2010-03-29",,,"44","56",
"UPM00033345","KIEV, UP","2010-03-30",,,"47","62",
"UPM00033345","KIEV, UP","2010-03-31",,,"49",,"37"
"UPM00033345","KIEV, UP","2010-04-01","0.12",,"46","48","41"
"UPM00033345","KIEV, UP","2010-04-02","0.08",,"48","52","45"
"UPM00033345","KIEV, UP","2010-04-03","0.10",,"46","53",
"UPM00033345","KIEV, UP","2010-04-04","0.15",,"45",,
"UPM00033345","KIEV, UP","2010-04-05",,,"53",,"40"
"UPM00033345","KIEV, UP","2010-04-06",,,"53","61",
"UPM00033345","KIEV, UP","2010-04-07",,,"54","65","46"
"UPM00033345","KIEV, UP","2010-04-08",,,"53","64",
"UPM00033345","KIEV, UP","2010-04-09",,,"51","62",
"UPM00033345","KIEV, UP","2010-04-10",,,"45","56","34"
"UPM00033345","KIEV, UP","2010-04-11",,,"50","59","42"
"UPM00033345","KIEV, UP","2010-04-12",,,"50","58",
"UPM00033345","KIEV, UP","2010-04-13",,,"52","64",
"UPM00033345","KIEV, UP","2010-04-14",,,"53",,
"UPM00033345","KIEV, UP","2010-04-15",,,"54","65",
"UPM00033345","KIEV, UP","2010-04-16",,,"48","53","45"
"UPM00033345","KIEV, UP","2010-04-17","0.06",,"45","53",
"UPM00033345","KIEV, UP","2010-04-18",,,"50","63",
"UPM00033345","KIEV, UP","2010-04-19",,,"57","67","42"
"UPM00033345","KIEV, UP","2010-04-20",,,"51","54",
"UPM00033345","KIEV, UP","2010-04-21",,,"50","58",
"UPM00033345","KIEV, UP","2010-04-22","0.01",,"42","50",
"UPM00033345","KIEV, UP","2010-04-23",,,"44","55","35"
"UPM00033345","KIEV, UP","2010-04-24",,,"51","62","37"
"UPM00033345","KIEV, UP","2010-04-25",,,"49","56",
"UPM00033345","KIEV, UP","2010-04-26",,,"48","58",
"UPM00033345","KIEV, UP","2010-04-27",,,"55","65",
"UPM00033345","KIEV, UP","2010-04-28",,,"56","65",
"UPM00033345","KIEV, UP","2010-04-29",,,"55",,
"UPM00033345","KIEV, UP","2010-04-30",,,"61","72",
"UPM00033345","KIEV, UP","2010-05-01",,,"67","77","53"
"UPM00033345","KIEV, UP","2010-05-02",,,"67","78","54"
"UPM00033345","KIEV, UP","2010-05-03",,,"67",,"56"
"UPM00033345","KIEV, UP","2010-05-04",,,"65",,"53"
"UPM00033345","KIEV, UP","2010-05-05",,,"66","78","51"
"UPM00033345","KIEV, UP","2010-05-06",,,"68","82",
"UPM00033345","KIEV, UP","2010-05-07",,,"67","80","55"
"UPM00033345","KIEV, UP","2010-05-08","0.43",,"63","78",
"UPM00033345","KIEV, UP","2010-05-09",,,"65","76",
"UPM00033345","KIEV, UP","2010-05-10","0.10",,"63","73",
"UPM00033345","KIEV, UP","2010-05-11","0.07",,"62","69",
"UPM00033345","KIEV, UP","2010-05-12",,,"66","75",
"UPM00033345","KIEV, UP","2010-05-13",,,"66","78","55"
"UPM00033345","KIEV, UP","2010-05-14","0.05",,"63","70","57"
"UPM00033345","KIEV, UP","2010-05-15",,,"67",,"55"
"UPM00033345","KIEV, UP","2010-05-16","0.89",,"60","67",
"UPM00033345","KIEV, UP","2010-05-17",,,"58","68",
"UPM00033345","KIEV, UP","2010-05-18","0.08",,"58","65","51"
"UPM00033345","KIEV, UP","2010-05-19",,,"62",,
"UPM00033345","KIEV, UP","2010-05-20",,,"59","64","55"
"UPM00033345","KIEV, UP","2010-05-21",,,"62","69",
"UPM00033345","KIEV, UP","2010-05-22",,,"62","71",
"UPM00033345","KIEV, UP","2010-05-23",,,"63","72","52"
"UPM00033345","KIEV, UP","2010-05-24",,,"60","73",
"UPM00033345","KIEV, UP","2010-05-25",,,"59","68",
"UPM00033345","KIEV, UP","2010-05-26",,,"56","63",
"UPM00033345","KIEV, UP","2010-05-27",,,"59","69",
"UPM00033345","KIEV, UP","2010-05-28","0.04",,"63","70",
"UPM00033345","KIEV, UP","2010-05-29",,,"67","77",
"UPM00033345","KIEV, UP","2010-05-30",,,"68","81",
"UPM00033345","KIEV, UP","2010-05-31",,,"67","75",
"UPM00033345","KIEV, UP","2010-06-01",,,"71",,"61"
"UPM00033345","KIEV, UP","2010-06-02",,,"76","86","63"
"UPM00033345","KIEV, UP","2010-06-03",,,"70","78",
"UPM00033345","KIEV, UP","2010-06-04",,,"66","73","57"
"UPM00033345","KIEV, UP","2010-06-05",,,"64","72",
"UPM00033345","KIEV, UP","2010-06-06",,,"64",,
"UPM00033345","KIEV, UP","2010-06-07",,,"69","79","53"
"UPM00033345","KIEV, UP","2010-06-08",,,"73","85","57"
"UPM00033345","KIEV, UP","2010-06-09",,,"76","86",
"UPM00033345","KIEV, UP","2010-06-10",,,"78","88",
"UPM00033345","KIEV, UP","2010-06-11",,,"82","93","67"
"UPM00033345","KIEV, UP","2010-06-12",,,"83","93","71"
"UPM00033345","KIEV, UP","2010-06-13",,,"80","92",
"UPM00033345","KIEV, UP","2010-06-14",,,"74","86","64"
"UPM00033345","KIEV, UP","2010-06-15",,,"68","78",
"UPM00033345","KIEV, UP","2010-06-16",,,"65","72",
"UPM00033345","KIEV, UP","2010-06-17",,,"63",,
"UPM00033345","KIEV, UP","2010-06-18",,,"64","74",
"UPM00033345","KIEV, UP","2010-06-19",,,"70","79","52"
"UPM00033345","KIEV, UP","2010-06-20",,,"74","85","57"
"UPM00033345","KIEV, UP","2010-06-21","0.28",,"72","85","63"
"UPM00033345","KIEV, UP","2010-06-22","0.06",,"71",,
"UPM00033345","KIEV, UP","2010-06-23","0.06",,"68","73",
"UPM00033345","KIEV, UP","2010-06-24",,,"69","78","62"
"UPM00033345","KIEV, UP","2010-06-25",,,"72","84",
"UPM00033345","KIEV, UP","2010-06-26",,,"72","79",
"UPM00033345","KIEV, UP","2010-06-27",,,"74","84",
"UPM00033345","KIEV, UP","2010-06-28",,,"77","83","67"
"UPM00033345","KIEV, UP","2010-06-29",,,"78","88","69"
"UPM00033345","KIEV, UP","2010-06-30",,,"77","87","66"
"UPM00033345","KIEV, UP","2010-07-01",,,"77","87","69"
"UPM00033345","KIEV, UP","2010-07-02",,,"71","85",
"UPM00033345","KIEV, UP","2010-07-03",,,"70","81",
"UPM00033345","KIEV, UP","2010-07-04","0.39",,"68","80",
"UPM00033345","KIEV, UP","2010-07-05",,,"73","86","61"
"UPM00033345","KIEV, UP","2010-07-06","0.95",,"70","78","63"
"UPM00033345","KIEV, UP","2010-07-07","0.29",,"71","82",
"UPM00033345","KIEV, UP","2010-07-08",,,"71",,"64"
"UPM00033345","KIEV, UP","2010-07-09",,,"74","81",
"UPM00033345","KIEV, UP","2010-07-10",,,"74",,
"UPM00033345","KIEV, UP","2010-07-11",,,"75","83","67"
"UPM00033345","KIEV, UP","2010-07-12",,,"72",,"63"
"UPM00033345","KIEV, UP","2010-07-13",,,"76","84","65"
"UPM00033345","KIEV, UP","2010-07-14",,,"79","88","70"
"UPM00033345","KIEV, UP","2010-07-15",,,"79","89",
"UPM00033345","KIEV, UP","2010-07-16",,,"80","92",
"UPM00033345","KIEV, UP","2010-07-17",,,"82","92",
"UPM00033345","KIEV, UP","2010-07-18",,,"84","95",
"UPM00033345","KIEV, UP","2010-07-19",,,"85",,
"UPM00033345","KIEV, UP","2010-07-20",,,"80","94",
"UPM00033345","KIEV, UP","2010-07-21",,,"77","93",
"UPM00033345","KIEV, UP","2010-07-22",,,"79","92",
"UPM00033345","KIEV, UP","2010-07-23",,,"82","94","68"
"UPM00033345","KIEV, UP","2010-07-24",,,"75","86","65"
"UPM00033345","KIEV, UP","2010-07-25",,,"74","84",
"UPM00033345","KIEV, UP","2010-07-26",,,"75","87","65"
"UPM00033345","KIEV, UP","2010-07-27","0.04",,"78","90",
"UPM00033345","KIEV, UP","2010-07-28","0.24",,"75",,
"UPM00033345","KIEV, UP","2010-07-29",,,"68","77",
"UPM00033345","KIEV, UP","2010-07-30",,,"73","83",
"UPM00033345","KIEV, UP","2010-07-31",,,"78",,"65"
"UPM00033345","KIEV, UP","2010-08-01",,,"82","92",
"UPM00033345","KIEV, UP","2010-08-02",,,"83","92",
"UPM00033345","KIEV, UP","2010-08-03",,,"83","98",
"UPM00033345","KIEV, UP","2010-08-04",,,"85","100","69"
"UPM00033345","KIEV, UP","2010-08-05",,,"85","101",
"UPM00033345","KIEV, UP","2010-08-06",,,"83","97","70"
"UPM00033345","KIEV, UP","2010-08-07",,,"85","100","72"
"UPM00033345","KIEV, UP","2010-08-08",,,"87","103","71"
"UPM00033345","KIEV, UP","2010-08-09",,,"82","100",
"UPM00033345","KIEV, UP","2010-08-10",,,"80","92",
"UPM00033345","KIEV, UP","2010-08-11",,,"80","90",
"UPM00033345","KIEV, UP","2010-08-12",,,"83","97","75"
"UPM00033345","KIEV, UP","2010-08-13",,,"85","98",
"UPM00033345","KIEV, UP","2010-08-14",,,"84","99","71"
"UPM00033345","KIEV, UP","2010-08-15",,,"83","98",
"UPM00033345","KIEV, UP","2010-08-16",,,"83","97",
"UPM00033345","KIEV, UP","2010-08-17",,,"83","96","70"
"UPM00033345","KIEV, UP","2010-08-18","0.20",,"69",,
"UPM00033345","KIEV, UP","2010-08-19",,,"67","80","59"
"UPM00033345","KIEV, UP","2010-08-20",,,"60","66",
"UPM00033345","KIEV, UP","2010-08-21",,,"64","74",
"UPM00033345","KIEV, UP","2010-08-22",,,"67","81",
"UPM00033345","KIEV, UP","2010-08-23",,,"74","88",
"UPM00033345","KIEV, UP","2010-08-24",,,"76","90",
"UPM00033345","KIEV, UP","2010-08-25",,,"71","84",
"UPM00033345","KIEV, UP","2010-08-26",,,"65","75",
"UPM00033345","KIEV, UP","2010-08-27","0.21",,"67","76","59"
"UPM00033345","KIEV, UP","2010-08-28",,,"69","78",
"UPM00033345","KIEV, UP","2010-08-29",,,"60","69",
"UPM00033345","KIEV, UP","2010-08-30",,,"60","72",
"UPM00033345","KIEV, UP","2010-08-31",,,"60","74","52"
"UPM00033345","KIEV, UP","2010-09-01","0.94",,"61","70","55"
"UPM00033345","KIEV, UP","2010-09-02",,,"56","66",
"UPM00033345","KIEV, UP","2010-09-03","0.12",,"54","63",
"UPM00033345","KIEV, UP","2010-09-04",,,"58",,
"UPM00033345","KIEV, UP","2010-09-05",,,"59","65",
"UPM00033345","KIEV, UP","2010-09-06",,,"59","69","52"
"UPM00033345","KIEV, UP","2010-09-07",,,"56","65",
"UPM00033345","KIEV, UP","2010-09-08",,,"55","62",
"UPM00033345","KIEV, UP","2010-09-09",,,"54",,
"UPM00033345","KIEV, UP","2010-09-10",,,"56","67","44"
"UPM00033345","KIEV, UP","2010-09-11",,,"58","71","48"
"UPM00033345","KIEV, UP","2010-09-12",,,"63","75",
"UPM00033345","KIEV, UP","2010-09-13",,,"64",,
"UPM00033345","KIEV, UP","2010-09-14",,,"64","80",
"UPM00033345","KIEV, UP","2010-09-15",,,"65","82","52"
"UPM00033345","KIEV, UP","2010-09-16",,,"67","80","57"
"UPM00033345","KIEV, UP","2010-09-17",,,"64","73",
"UPM00033345","KIEV, UP","2010-09-18","0.32",,"57","61",
"UPM00033345","KIEV, UP","2010-09-19",,,"55","65","44"
"UPM00033345","KIEV, UP","2010-09-20","0.32",,"54",,
"UPM00033345","KIEV, UP","2010-09-21",,,"54",,
"UPM00033345","KIEV, UP","2010-09-22",,,"55","65",
"UPM00033345","KIEV, UP","2010-09-23",,,"53","63",
"UPM00033345","KIEV, UP","2010-09-24",,,"56",,
"UPM00033345","KIEV, UP","2010-09-25",,,"59","71","45"
"UPM00033345","KIEV, UP","2010-09-26",,,"61","74","46"
"UPM00033345","KIEV, UP","2010-09-27",,,"66",,"53"
"UPM00033345","KIEV, UP","2010-09-28",,,"60","70",
"UPM00033345","KIEV, UP","2010-09-29",,,"55","62",
"UPM00033345","KIEV, UP","2010-09-30",,,"50","58",
"UPM00033345","KIEV, UP","2010-10-01",,,"46","50","42"
"UPM00033345","KIEV, UP","2010-10-02",,,"47","52",
"UPM00033345","KIEV, UP","2010-10-03",,,"47","54",
"UPM00033345","KIEV, UP","2010-10-04",,,"43","47",
"UPM00033345","KIEV, UP","2010-10-05",,,"41","50",
"UPM00033345","KIEV, UP","2010-10-06",,,"35","39","29"
"UPM00033345","KIEV, UP","2010-10-07",,,"38","42",
"UPM00033345","KIEV, UP","2010-10-08",,,"44","57",
"UPM00033345","KIEV, UP","2010-10-09",,,"47",,"39"
"UPM00033345","KIEV, UP","2010-10-10",,,"49","54",
"UPM00033345","KIEV, UP","2010-10-11",,,"44","51",
"UPM00033345","KIEV, UP","2010-10-12",,,"42","53",
"UPM00033345","KIEV, UP","2010-10-13",,,"40","49",
"UPM00033345","KIEV, UP","2010-10-14",,,"40","51",
"UPM00033345","KIEV, UP","2010-10-15",,,"41","49",
"UPM00033345","KIEV, UP","2010-10-16",,,"42","51",
"UPM00033345","KIEV, UP","2010-10-17",,,"43","45","40"
"UPM00033345","KIEV, UP","2010-10-18",,,"46","54","40"
"UPM00033345","KIEV, UP","2010-10-19",,,"45","54","41"
"UPM00033345","KIEV, UP","2010-10-20","0.43",,"49","57","43"
"UPM00033345","KIEV, UP","2010-10-21","0.44",,"44","50",
"UPM00033345","KIEV, UP","2010-10-22",,,"42","51","33"
"UPM00033345","KIEV, UP","2010-10-23",,,"42","53","34"
"UPM00033345","KIEV, UP","2010-10-24",,,"45",,"36"
"UPM00033345","KIEV, UP","2010-10-25",,,"47","54","40"
"UPM00033345","KIEV, UP","2010-10-26",,,"47","53",
"UPM00033345","KIEV, UP","2010-10-27","0.36",,"39","41",
"UPM00033345","KIEV, UP","2010-10-28",,,"36","45",
"UPM00033345","KIEV, UP","2010-10-29",,,"40","47",
"UPM00033345","KIEV, UP","2010-10-30",,,"44","54",
"UPM00033345","KIEV, UP","2010-10-31",,,"46","54","34"
"UPM00033345","KIEV, UP","2010-11-01",,,"46","55","35"
"UPM00033345","KIEV, UP","2010-11-02",,,"47","52","42"
"UPM00033345","KIEV, UP","2010-11-03",,,"46","50","40"
"UPM00033345","KIEV, UP","2010-11-04",,,"51","56",
"UPM00033345","KIEV, UP","2010-11-05","0.08",,"58","63",
"UPM00033345","KIEV, UP","2010-11-06",,,"54","61",
"UPM00033345","KIEV, UP","2010-11-07",,,"47",,
"UPM00033345","KIEV, UP","2010-11-08",,,"51",,"40"
"UPM00033345","KIEV, UP","2010-11-09",,,"60",,"54"
"UPM00033345","KIEV, UP","2010-11-10",,,"61","67",
"UPM00033345","KIEV, UP","2010-11-11",,,"54",,
"UPM00033345","KIEV, UP","2010-11-12",,,"50","61","39"
"UPM00033345","KIEV, UP","2010-11-13",,,"54","60",
"UPM00033345","KIEV, UP","2010-11-14",,,"58","71",
"UPM00033345","KIEV, UP","2010-11-15",,,"48","53",
